control_ref,control_text,control_text_enriched,subject,verbs,context,semantic_summary,key_concepts,scope,security_domains,enriched_text
ID.RA-05,"Threats, vulnerabilities, likelihoods, and impacts are used to understand inherent risk and inform risk response prioritization","Threats, vulnerabilities, likelihoods, and impacts are used to understand inherent risk and inform risk response prioritization",Understanding inherent risk and informing risk response prioritization,"used,understand,inform",It helps organizations comprehend inherent risk and prioritize risk response actions.,"The organization must employ threats, vulnerabilities, likelihoods, and impacts to assess inherent risk and to guide the prioritization of risk response measures.","threats,vulnerabilities,likelihoods,impacts,inherent risk,risk response prioritization","Applies to the assessment of inherent risk using threats, vulnerabilities, likelihoods, and impacts.",risk management,"Threats, vulnerabilities, likelihoods, and impacts are used to understand inherent risk and inform risk response prioritization

[TOPICS: Understanding inherent risk and informing risk response prioritization]
[ACTIONS: used,understand,inform]
[DOMAINS: risk management]
[SUMMARY: The organization must employ threats, vulnerabilities, likelihoods, and impacts to assess inherent risk and to guide the prioritization of risk response measures.]
[PURPOSE: It helps organizations comprehend inherent risk and prioritize risk response actions.]
[CONCEPTS: threats,vulnerabilities,likelihoods,impacts,inherent risk,risk response prioritization]
[SCOPE: Applies to the assessment of inherent risk using threats, vulnerabilities, likelihoods, and impacts.]"
ID.RA-06,"Risk responses are chosen, prioritized, planned, tracked, and communicated","Risk responses are chosen, prioritized, planned, tracked, and communicated","Risk response selection, prioritization, planning, tracking, and communication","chosen, prioritized, planned, tracked, communicated","Ensuring risk responses are selected, prioritized, planned, tracked, and communicated supports effective risk management.","The organization must choose risk responses, prioritize them, develop plans, track their execution, and communicate the responses to appropriate parties.","risk responses, chosen, prioritized, planned, tracked, communicated",,risk management,"Risk responses are chosen, prioritized, planned, tracked, and communicated

[TOPICS: Risk response selection, prioritization, planning, tracking, and communication]
[ACTIONS: chosen, prioritized, planned, tracked, communicated]
[DOMAINS: risk management]
[SUMMARY: The organization must choose risk responses, prioritize them, develop plans, track their execution, and communicate the responses to appropriate parties.]
[PURPOSE: Ensuring risk responses are selected, prioritized, planned, tracked, and communicated supports effective risk management.]
[CONCEPTS: risk responses, chosen, prioritized, planned, tracked, communicated]"
ID.RA-07,"Changes and exceptions are managed, assessed for risk impact, recorded, and tracked","Changes and exceptions are managed, assessed for risk impact, recorded, and tracked",Management of changes and exceptions,"managed,assessed,recorded,tracked",Ensures that changes and exceptions are controlled to understand and mitigate risk impact.,"The organization must manage changes and exceptions, evaluate their risk impact, document them, and maintain tracking of these items.","changes,exceptions,risk impact,managed,assessed,recorded,tracked",Covers changes and exceptions.,risk management,"Changes and exceptions are managed, assessed for risk impact, recorded, and tracked

[TOPICS: Management of changes and exceptions]
[ACTIONS: managed,assessed,recorded,tracked]
[DOMAINS: risk management]
[SUMMARY: The organization must manage changes and exceptions, evaluate their risk impact, document them, and maintain tracking of these items.]
[PURPOSE: Ensures that changes and exceptions are controlled to understand and mitigate risk impact.]
[CONCEPTS: changes,exceptions,risk impact,managed,assessed,recorded,tracked]
[SCOPE: Covers changes and exceptions.]"
ID.RA-08,"Processes for receiving, analyzing, and responding to vulnerability disclosures are established","Processes for receiving, analyzing, and responding to vulnerability disclosures are established","Processes for receiving, analyzing, and responding to vulnerability disclosures","receiving,analyzing,responding,established","The control ensures that vulnerability disclosures are received, analyzed, and responded to through established processes.","An organization must create and maintain processes for receiving vulnerability disclosures, analyzing the disclosed information, and responding appropriately.","processes,receiving,analyzing,responding,vulnerability disclosures,established","The control covers the processes related to receiving, analyzing, and responding to vulnerability disclosures.",risk management,"Processes for receiving, analyzing, and responding to vulnerability disclosures are established

[TOPICS: Processes for receiving, analyzing, and responding to vulnerability disclosures]
[ACTIONS: receiving,analyzing,responding,established]
[DOMAINS: risk management]
[SUMMARY: An organization must create and maintain processes for receiving vulnerability disclosures, analyzing the disclosed information, and responding appropriately.]
[PURPOSE: The control ensures that vulnerability disclosures are received, analyzed, and responded to through established processes.]
[CONCEPTS: processes,receiving,analyzing,responding,vulnerability disclosures,established]
[SCOPE: The control covers the processes related to receiving, analyzing, and responding to vulnerability disclosures.]"
ID.RA-09,The authenticity and integrity of hardware and software are assessed prior to acquisition and use,The authenticity and integrity of hardware and software are assessed prior to acquisition and use,Authenticity and integrity assessment of hardware and software,assessed,It ensures that hardware and software are verified for authenticity and integrity before they are acquired and used.,Organizations must evaluate the authenticity and integrity of both hardware and software before acquiring them and before they are put into operation.,"authenticity,integrity,hardware,software,acquisition,use",The control applies to hardware and software before they are acquired and used.,asset management,"The authenticity and integrity of hardware and software are assessed prior to acquisition and use

[TOPICS: Authenticity and integrity assessment of hardware and software]
[ACTIONS: assessed]
[DOMAINS: asset management]
[SUMMARY: Organizations must evaluate the authenticity and integrity of both hardware and software before acquiring them and before they are put into operation.]
[PURPOSE: It ensures that hardware and software are verified for authenticity and integrity before they are acquired and used.]
[CONCEPTS: authenticity,integrity,hardware,software,acquisition,use]
[SCOPE: The control applies to hardware and software before they are acquired and used.]"
ID.RA-10,"Critical suppliers are assessed prior to acquisition processes, procedures and activities are identified across all CSF Functions","Critical suppliers are assessed prior to acquisition processes, procedures and activities are identified across all CSF Functions","Assessment of critical suppliers and identification of processes, procedures, and activities across CSF Functions","assessed, identified","The control ensures that critical suppliers are evaluated before acquisition and that related processes, procedures, and activities are defined across all CSF Functions.","Organizations must assess critical suppliers prior to any acquisition activities. They must also identify the processes, procedures, and activities associated with every CSF Function.","Critical suppliers, acquisition, processes, procedures, activities, CSF Functions","Critical suppliers and the processes, procedures, and activities across all CSF Functions are covered.",supplier management,"Critical suppliers are assessed prior to acquisition processes, procedures and activities are identified across all CSF Functions

[TOPICS: Assessment of critical suppliers and identification of processes, procedures, and activities across CSF Functions]
[ACTIONS: assessed, identified]
[DOMAINS: supplier management]
[SUMMARY: Organizations must assess critical suppliers prior to any acquisition activities. They must also identify the processes, procedures, and activities associated with every CSF Function.]
[PURPOSE: The control ensures that critical suppliers are evaluated before acquisition and that related processes, procedures, and activities are defined across all CSF Functions.]
[CONCEPTS: Critical suppliers, acquisition, processes, procedures, activities, CSF Functions]
[SCOPE: Critical suppliers and the processes, procedures, and activities across all CSF Functions are covered.]"
PR.AA-01,"Identities and credentials for authorized users, services, and hardware are managed by the organization","Identities and credentials for authorized users, services, and hardware are managed by the organization","Management of identities and credentials for authorized users, services, and hardware",managed,"The organization must manage identities and credentials for authorized users, services, and hardware.","The organization is required to manage the identities and credentials of authorized users, services, and hardware.","Identities, credentials, authorized users, services, hardware, organization","Identities and credentials for authorized users, services, and hardware are managed by the organization",access control,"Identities and credentials for authorized users, services, and hardware are managed by the organization

[TOPICS: Management of identities and credentials for authorized users, services, and hardware]
[ACTIONS: managed]
[DOMAINS: access control]
[SUMMARY: The organization is required to manage the identities and credentials of authorized users, services, and hardware.]
[PURPOSE: The organization must manage identities and credentials for authorized users, services, and hardware.]
[CONCEPTS: Identities, credentials, authorized users, services, hardware, organization]
[SCOPE: Identities and credentials for authorized users, services, and hardware are managed by the organization]"
PR.AA-02,Identities are proofed and bound to credentials based on the context of interactions,Identities are proofed and bound to credentials based on the context of interactions,Identity proofing and credential binding based on interaction context,"proofed, bound",Ensuring identities are proofed and bound to credentials aligns authentication with the context of interactions.,"The control requires that identities be proofed and that they be bound to credentials, with the process taking into account the context of interactions.","Identities, proofed, bound, credentials, context, interactions",Covers the proofing of identities and the binding of credentials within interaction contexts.,access control,"Identities are proofed and bound to credentials based on the context of interactions

[TOPICS: Identity proofing and credential binding based on interaction context]
[ACTIONS: proofed, bound]
[DOMAINS: access control]
[SUMMARY: The control requires that identities be proofed and that they be bound to credentials, with the process taking into account the context of interactions.]
[PURPOSE: Ensuring identities are proofed and bound to credentials aligns authentication with the context of interactions.]
[CONCEPTS: Identities, proofed, bound, credentials, context, interactions]
[SCOPE: Covers the proofing of identities and the binding of credentials within interaction contexts.]"
PR.AA-03,"Users, services, and hardware are authenticated","Users, services, and hardware are authenticated","Authentication of users, services, and hardware",authenticated,"Authentication verifies the identity of users, services, and hardware.","The control requires that users, services, and hardware be authenticated before access is granted.","users,services,hardware,authenticated","The control applies to users, services, and hardware.",access control,"Users, services, and hardware are authenticated

[TOPICS: Authentication of users, services, and hardware]
[ACTIONS: authenticated]
[DOMAINS: access control]
[SUMMARY: The control requires that users, services, and hardware be authenticated before access is granted.]
[PURPOSE: Authentication verifies the identity of users, services, and hardware.]
[CONCEPTS: users,services,hardware,authenticated]
[SCOPE: The control applies to users, services, and hardware.]"
PR.AA-04,"Identity assertions are protected, conveyed, and verified 19 NIST CSWP 29 The NIST Cybersecurity Framework (CSF) 2.0 February 26, 2024","Identity assertions are protected, conveyed, and verified 19 NIST CSWP 29 The NIST Cybersecurity Framework (CSF) 2.0 February 26, 2024","Protection, conveyance, and verification of identity assertions","protected, conveyed, verified","Ensures that identity assertions are safeguarded, transmitted, and confirmed.",Identity assertions must be protected from unauthorized access. They must also be conveyed securely and verified for authenticity.,"identity assertions, protected, conveyed, verified",Covers all identity assertions.,access control,"Identity assertions are protected, conveyed, and verified 19 NIST CSWP 29 The NIST Cybersecurity Framework (CSF) 2.0 February 26, 2024

[TOPICS: Protection, conveyance, and verification of identity assertions]
[ACTIONS: protected, conveyed, verified]
[DOMAINS: access control]
[SUMMARY: Identity assertions must be protected from unauthorized access. They must also be conveyed securely and verified for authenticity.]
[PURPOSE: Ensures that identity assertions are safeguarded, transmitted, and confirmed.]
[CONCEPTS: identity assertions, protected, conveyed, verified]
[SCOPE: Covers all identity assertions.]"
PR.AA-05,"Access permissions, entitlements, and authorizations are defined in a policy, managed, enforced, and reviewed, and incorporate the principles of least privilege and separation of duties","Access permissions, entitlements, and authorizations are defined in a policy, managed, enforced, and reviewed, and incorporate the principles of least privilege and separation of duties","Access permissions, entitlements, and authorizations defined, managed, enforced, and reviewed","defined, managed, enforced, reviewed, incorporate",It ensures that access controls follow the principles of least privilege and separation of duties to reduce risk.,"The organization must define access permissions, entitlements, and authorizations in a policy, then manage, enforce, and regularly review them, ensuring they incorporate least privilege and separation of duties.","Access permissions, entitlements, authorizations, policy, least privilege, separation of duties","The control applies to access permissions, entitlements, and authorizations as defined in a policy.","access control, governance","Access permissions, entitlements, and authorizations are defined in a policy, managed, enforced, and reviewed, and incorporate the principles of least privilege and separation of duties

[TOPICS: Access permissions, entitlements, and authorizations defined, managed, enforced, and reviewed]
[ACTIONS: defined, managed, enforced, reviewed, incorporate]
[DOMAINS: access control, governance]
[SUMMARY: The organization must define access permissions, entitlements, and authorizations in a policy, then manage, enforce, and regularly review them, ensuring they incorporate least privilege and separation of duties.]
[PURPOSE: It ensures that access controls follow the principles of least privilege and separation of duties to reduce risk.]
[CONCEPTS: Access permissions, entitlements, authorizations, policy, least privilege, separation of duties]
[SCOPE: The control applies to access permissions, entitlements, and authorizations as defined in a policy.]"
PR.AA-06,"Physical access to assets is managed, monitored, and enforced commensurate with risk cybersecurity awareness and training so that they can perform their cybersecurity-related tasks","Physical access to assets is managed, monitored, and enforced commensurate with risk cybersecurity awareness and training so that they can perform their cybersecurity-related tasks",Physical access to assets,"managed, monitored, enforced, perform",It ensures that physical access to assets is aligned with risk and that personnel have appropriate cybersecurity awareness and training to carry out their tasks.,"The control requires that physical access to assets be managed, monitored, and enforced proportionally to the associated risk, and that individuals possess cybersecurity awareness and training to perform their cybersecurity-related tasks.","Physical access, assets, risk, cybersecurity awareness, training, cybersecurity-related tasks","Management, monitoring, and enforcement of physical access to assets.",physical security,"Physical access to assets is managed, monitored, and enforced commensurate with risk cybersecurity awareness and training so that they can perform their cybersecurity-related tasks

[TOPICS: Physical access to assets]
[ACTIONS: managed, monitored, enforced, perform]
[DOMAINS: physical security]
[SUMMARY: The control requires that physical access to assets be managed, monitored, and enforced proportionally to the associated risk, and that individuals possess cybersecurity awareness and training to perform their cybersecurity-related tasks.]
[PURPOSE: It ensures that physical access to assets is aligned with risk and that personnel have appropriate cybersecurity awareness and training to carry out their tasks.]
[CONCEPTS: Physical access, assets, risk, cybersecurity awareness, training, cybersecurity-related tasks]
[SCOPE: Management, monitoring, and enforcement of physical access to assets.]"
PR.AT-01,Personnel are provided with awareness and training so that they possess the knowledge and skills to perform general tasks with cybersecurity risks in mind,Personnel are provided with awareness and training so that they possess the knowledge and skills to perform general tasks with cybersecurity risks in mind,Personnel awareness and training for cybersecurity risk-aware task performance,"provided,possess,perform",This control ensures personnel have the knowledge and skills to consider cybersecurity risks while performing general tasks.,The organization must provide personnel with awareness and training so they acquire the knowledge and skills needed to carry out general tasks with cybersecurity risks in mind.,"Personnel, awareness, training, knowledge, skills, general tasks, cybersecurity risks",The control applies to personnel who receive awareness and training.,"human resources security, risk management","Personnel are provided with awareness and training so that they possess the knowledge and skills to perform general tasks with cybersecurity risks in mind

[TOPICS: Personnel awareness and training for cybersecurity risk-aware task performance]
[ACTIONS: provided,possess,perform]
[DOMAINS: human resources security, risk management]
[SUMMARY: The organization must provide personnel with awareness and training so they acquire the knowledge and skills needed to carry out general tasks with cybersecurity risks in mind.]
[PURPOSE: This control ensures personnel have the knowledge and skills to consider cybersecurity risks while performing general tasks.]
[CONCEPTS: Personnel, awareness, training, knowledge, skills, general tasks, cybersecurity risks]
[SCOPE: The control applies to personnel who receive awareness and training.]"
PR.AT-02,Individuals in specialized roles are provided with awareness and training so that they possess the knowledge and skills to perform relevant tasks with cybersecurity risks in mind,Individuals in specialized roles are provided with awareness and training so that they possess the knowledge and skills to perform relevant tasks with cybersecurity risks in mind,Awareness and training for individuals in specialized roles,"provided, possess, perform",Ensures specialized role individuals have the knowledge and skills needed to address cybersecurity risks while performing their tasks.,The organization must provide awareness and training to individuals in specialized roles so they acquire the necessary knowledge and skills to carry out relevant tasks with cybersecurity risks in mind.,"Individuals, specialized roles, awareness, training, knowledge, skills, relevant tasks, cybersecurity risks",Individuals in specialized roles and the awareness and training they receive for performing relevant tasks.,human resources security,"Individuals in specialized roles are provided with awareness and training so that they possess the knowledge and skills to perform relevant tasks with cybersecurity risks in mind

[TOPICS: Awareness and training for individuals in specialized roles]
[ACTIONS: provided, possess, perform]
[DOMAINS: human resources security]
[SUMMARY: The organization must provide awareness and training to individuals in specialized roles so they acquire the necessary knowledge and skills to carry out relevant tasks with cybersecurity risks in mind.]
[PURPOSE: Ensures specialized role individuals have the knowledge and skills needed to address cybersecurity risks while performing their tasks.]
[CONCEPTS: Individuals, specialized roles, awareness, training, knowledge, skills, relevant tasks, cybersecurity risks]
[SCOPE: Individuals in specialized roles and the awareness and training they receive for performing relevant tasks.]"
PR.DS-01,"The confidentiality, integrity, and availability of data-at-rest are protected","The confidentiality, integrity, and availability of data-at-rest are protected","Confidentiality, integrity, and availability of data-at-rest",protected,"Protecting the confidentiality, integrity, and availability of data-at-rest is important.","The control requires that data stored at rest be safeguarded to maintain its confidentiality, integrity, and availability.","confidentiality, integrity, availability, data-at-rest",Data-at-rest is in scope.,operations security,"The confidentiality, integrity, and availability of data-at-rest are protected

[TOPICS: Confidentiality, integrity, and availability of data-at-rest]
[ACTIONS: protected]
[DOMAINS: operations security]
[SUMMARY: The control requires that data stored at rest be safeguarded to maintain its confidentiality, integrity, and availability.]
[PURPOSE: Protecting the confidentiality, integrity, and availability of data-at-rest is important.]
[CONCEPTS: confidentiality, integrity, availability, data-at-rest]
[SCOPE: Data-at-rest is in scope.]"
PR.DS-02,"The confidentiality, integrity, and availability of data-in-transit are protected","The confidentiality, integrity, and availability of data-in-transit are protected","Confidentiality, integrity, and availability of data-in-transit",protected,"Protecting data-in-transit ensures its confidentiality, integrity, and availability.","The control mandates protection of the confidentiality, integrity, and availability of data-in-transit.","confidentiality, integrity, availability, data-in-transit",Data-in-transit is in scope.,communications security,"The confidentiality, integrity, and availability of data-in-transit are protected

[TOPICS: Confidentiality, integrity, and availability of data-in-transit]
[ACTIONS: protected]
[DOMAINS: communications security]
[SUMMARY: The control mandates protection of the confidentiality, integrity, and availability of data-in-transit.]
[PURPOSE: Protecting data-in-transit ensures its confidentiality, integrity, and availability.]
[CONCEPTS: confidentiality, integrity, availability, data-in-transit]
[SCOPE: Data-in-transit is in scope.]"
PR.DS-10,"The confidentiality, integrity, and availability of data-in-use are protected","The confidentiality, integrity, and availability of data-in-use are protected","Confidentiality, integrity, and availability of data-in-use",protected,"Protecting the confidentiality, integrity, and availability of data-in-use ensures its security during processing.","The control requires that data while being used (data-in-use) must have its confidentiality, integrity, and availability safeguarded.","confidentiality, integrity, availability, data-in-use",The control applies to data-in-use.,operations security,"The confidentiality, integrity, and availability of data-in-use are protected

[TOPICS: Confidentiality, integrity, and availability of data-in-use]
[ACTIONS: protected]
[DOMAINS: operations security]
[SUMMARY: The control requires that data while being used (data-in-use) must have its confidentiality, integrity, and availability safeguarded.]
[PURPOSE: Protecting the confidentiality, integrity, and availability of data-in-use ensures its security during processing.]
[CONCEPTS: confidentiality, integrity, availability, data-in-use]
[SCOPE: The control applies to data-in-use.]"
PR.DS-11,"Backups of data are created, protected, maintained, and tested applications), and services of physical and virtual platforms are managed consistent with the organization’s risk strategy to protect their confidentiality, integrity, and availability","Backups of data are created, protected, maintained, and tested applications), and services of physical and virtual platforms are managed consistent with the organization’s risk strategy to protect their confidentiality, integrity, and availability",Backups of data and management of applications and services on physical and virtual platforms,"created, protected, maintained, tested, managed, protect","Ensures that data backups and platform services are handled according to the organization’s risk strategy to safeguard confidentiality, integrity, and availability.","The organization must create, protect, maintain, and test backups of data. It must also manage applications and services on physical and virtual platforms in line with its risk strategy to protect confidentiality, integrity, and availability.","backups, data, applications, services, physical platforms, virtual platforms, risk strategy, confidentiality, integrity, availability",Covers data backups and the applications and services of physical and virtual platforms.,"operations security, risk management","Backups of data are created, protected, maintained, and tested applications), and services of physical and virtual platforms are managed consistent with the organization’s risk strategy to protect their confidentiality, integrity, and availability

[TOPICS: Backups of data and management of applications and services on physical and virtual platforms]
[ACTIONS: created, protected, maintained, tested, managed, protect]
[DOMAINS: operations security, risk management]
[SUMMARY: The organization must create, protect, maintain, and test backups of data. It must also manage applications and services on physical and virtual platforms in line with its risk strategy to protect confidentiality, integrity, and availability.]
[PURPOSE: Ensures that data backups and platform services are handled according to the organization’s risk strategy to safeguard confidentiality, integrity, and availability.]
[CONCEPTS: backups, data, applications, services, physical platforms, virtual platforms, risk strategy, confidentiality, integrity, availability]
[SCOPE: Covers data backups and the applications and services of physical and virtual platforms.]"
PR.IR-01,"Networks and environments are protected from unauthorized logical access and usage 20 NIST CSWP 29 The NIST Cybersecurity Framework (CSF) 2.0 February 26, 2024","Networks and environments are protected from unauthorized logical access and usage 20 NIST CSWP 29 The NIST Cybersecurity Framework (CSF) 2.0 February 26, 2024",Protection of networks and environments from unauthorized logical access and usage,protected,It ensures that networks and environments are safeguarded against unauthorized logical access and usage.,The control requires that networks and environments be protected against any unauthorized logical access and usage.,"Networks, environments, unauthorized logical access, usage",Networks and environments are in scope.,access control,"Networks and environments are protected from unauthorized logical access and usage 20 NIST CSWP 29 The NIST Cybersecurity Framework (CSF) 2.0 February 26, 2024

[TOPICS: Protection of networks and environments from unauthorized logical access and usage]
[ACTIONS: protected]
[DOMAINS: access control]
[SUMMARY: The control requires that networks and environments be protected against any unauthorized logical access and usage.]
[PURPOSE: It ensures that networks and environments are safeguarded against unauthorized logical access and usage.]
[CONCEPTS: Networks, environments, unauthorized logical access, usage]
[SCOPE: Networks and environments are in scope.]"
PR.IR-02,The organization’s technology assets are protected from environmental threats,The organization’s technology assets are protected from environmental threats,Protection of technology assets from environmental threats,protected,This control ensures that technology assets are safeguarded against environmental hazards.,The organization must ensure its technology assets are protected from environmental threats.,"technology assets, environmental threats, organization",Technology assets and environmental threats are in scope.,"physical security, asset management","The organization’s technology assets are protected from environmental threats

[TOPICS: Protection of technology assets from environmental threats]
[ACTIONS: protected]
[DOMAINS: physical security, asset management]
[SUMMARY: The organization must ensure its technology assets are protected from environmental threats.]
[PURPOSE: This control ensures that technology assets are safeguarded against environmental hazards.]
[CONCEPTS: technology assets, environmental threats, organization]
[SCOPE: Technology assets and environmental threats are in scope.]"
PR.IR-03,Mechanisms are implemented to achieve resilience requirements in normal and adverse situations,Mechanisms are implemented to achieve resilience requirements in normal and adverse situations,Implementation of mechanisms to achieve resilience requirements,"implemented, achieve",Ensures that resilience requirements are met during both normal and adverse situations.,"The organization must put in place mechanisms that satisfy resilience requirements, ensuring they function under normal conditions and during adverse events.","Mechanisms, resilience requirements, normal situations, adverse situations",Mechanisms that address resilience requirements in both normal and adverse situations.,operations security,"Mechanisms are implemented to achieve resilience requirements in normal and adverse situations

[TOPICS: Implementation of mechanisms to achieve resilience requirements]
[ACTIONS: implemented, achieve]
[DOMAINS: operations security]
[SUMMARY: The organization must put in place mechanisms that satisfy resilience requirements, ensuring they function under normal conditions and during adverse events.]
[PURPOSE: Ensures that resilience requirements are met during both normal and adverse situations.]
[CONCEPTS: Mechanisms, resilience requirements, normal situations, adverse situations]
[SCOPE: Mechanisms that address resilience requirements in both normal and adverse situations.]"
PR.IR-04,Adequate resource capacity to ensure availability is maintained,Adequate resource capacity to ensure availability is maintained,Adequate resource capacity to ensure availability,"ensure, maintain",It ensures that sufficient resource capacity is available to keep services operational and maintain availability.,The organization must provide adequate resource capacity so that availability can be sustained. This capacity must be sufficient to ensure continued availability.,"resource capacity, availability, adequate",It covers the resource capacity required to maintain availability.,"operations security, business continuity","Adequate resource capacity to ensure availability is maintained

[TOPICS: Adequate resource capacity to ensure availability]
[ACTIONS: ensure, maintain]
[DOMAINS: operations security, business continuity]
[SUMMARY: The organization must provide adequate resource capacity so that availability can be sustained. This capacity must be sufficient to ensure continued availability.]
[PURPOSE: It ensures that sufficient resource capacity is available to keep services operational and maintain availability.]
[CONCEPTS: resource capacity, availability, adequate]
[SCOPE: It covers the resource capacity required to maintain availability.]"
PR.PS-01,Configuration management practices are established and applied,Configuration management practices are established and applied,Configuration management practices,"established, applied",This control ensures that configuration management practices are consistently established and applied.,The organization must establish configuration management practices and apply them to relevant systems.,"configuration management, practices, established, applied",,operations security,"Configuration management practices are established and applied

[TOPICS: Configuration management practices]
[ACTIONS: established, applied]
[DOMAINS: operations security]
[SUMMARY: The organization must establish configuration management practices and apply them to relevant systems.]
[PURPOSE: This control ensures that configuration management practices are consistently established and applied.]
[CONCEPTS: configuration management, practices, established, applied]"
PR.PS-02,"Software is maintained, replaced, and removed commensurate with risk","Software is maintained, replaced, and removed commensurate with risk","Software maintenance, replacement, and removal","maintained, replaced, removed",It ensures that software lifecycle actions are aligned with the level of risk.,"The organization must maintain, replace, and remove software in proportion to the risk it poses.","Software, maintained, replaced, removed, risk, commensurate","Software assets are subject to maintenance, replacement, and removal activities.","risk management, asset management","Software is maintained, replaced, and removed commensurate with risk

[TOPICS: Software maintenance, replacement, and removal]
[ACTIONS: maintained, replaced, removed]
[DOMAINS: risk management, asset management]
[SUMMARY: The organization must maintain, replace, and remove software in proportion to the risk it poses.]
[PURPOSE: It ensures that software lifecycle actions are aligned with the level of risk.]
[CONCEPTS: Software, maintained, replaced, removed, risk, commensurate]
[SCOPE: Software assets are subject to maintenance, replacement, and removal activities.]"
PR.PS-03,"Hardware is maintained, replaced, and removed commensurate with risk","Hardware is maintained, replaced, and removed commensurate with risk","Hardware maintenance, replacement, and removal","maintained,replaced,removed",Ensures that hardware lifecycle actions are aligned with the level of risk associated with the assets.,"The organization must maintain, replace, and remove hardware in proportion to the risk it poses. Hardware actions should be performed commensurate with identified risk levels.","hardware,maintained,replaced,removed,risk",Applies to all hardware assets.,"asset management, risk management","Hardware is maintained, replaced, and removed commensurate with risk

[TOPICS: Hardware maintenance, replacement, and removal]
[ACTIONS: maintained,replaced,removed]
[DOMAINS: asset management, risk management]
[SUMMARY: The organization must maintain, replace, and remove hardware in proportion to the risk it poses. Hardware actions should be performed commensurate with identified risk levels.]
[PURPOSE: Ensures that hardware lifecycle actions are aligned with the level of risk associated with the assets.]
[CONCEPTS: hardware,maintained,replaced,removed,risk]
[SCOPE: Applies to all hardware assets.]"
PR.PS-04,Log records are generated and made available for continuous monitoring,Log records are generated and made available for continuous monitoring,Generation and availability of log records for continuous monitoring,"generated, made",Provides the ability to use log records for continuous monitoring.,Log records must be generated and made available so they can be used for continuous monitoring.,"Log records, continuous monitoring",Covers the generation and availability of log records.,operations security,"Log records are generated and made available for continuous monitoring

[TOPICS: Generation and availability of log records for continuous monitoring]
[ACTIONS: generated, made]
[DOMAINS: operations security]
[SUMMARY: Log records must be generated and made available so they can be used for continuous monitoring.]
[PURPOSE: Provides the ability to use log records for continuous monitoring.]
[CONCEPTS: Log records, continuous monitoring]
[SCOPE: Covers the generation and availability of log records.]"
PR.PS-05,Installation and execution of unauthorized software are prevented,Installation and execution of unauthorized software are prevented,Prevention of installation and execution of unauthorized software,prevented,Preventing unauthorized software installation and execution protects the system.,The organization must ensure that no unauthorized software can be installed or executed on its systems.,"installation, execution, unauthorized software, prevented",Installation and execution of unauthorized software are covered.,operations security,"Installation and execution of unauthorized software are prevented

[TOPICS: Prevention of installation and execution of unauthorized software]
[ACTIONS: prevented]
[DOMAINS: operations security]
[SUMMARY: The organization must ensure that no unauthorized software can be installed or executed on its systems.]
[PURPOSE: Preventing unauthorized software installation and execution protects the system.]
[CONCEPTS: installation, execution, unauthorized software, prevented]
[SCOPE: Installation and execution of unauthorized software are covered.]"
PR.PS-06,"Secure software development practices are integrated, and their performance is monitored throughout the software development life cycle organization’s risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience","Secure software development practices are integrated, and their performance is monitored throughout the software development life cycle organization’s risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",Integration and monitoring of secure software development practices,"integrated,monitored,protect","It supports the organization’s risk strategy to protect asset confidentiality, integrity, availability, and organizational resilience.","The organization must integrate secure software development practices and continuously monitor their performance throughout the software development life cycle. This aligns with the risk strategy and protects the confidentiality, integrity, and availability of assets while maintaining resilience.","secure software development practices,performance,software development life cycle,risk strategy,asset confidentiality,integrity,availability,organizational resilience",It applies to the software development life cycle.,risk management,"Secure software development practices are integrated, and their performance is monitored throughout the software development life cycle organization’s risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience

[TOPICS: Integration and monitoring of secure software development practices]
[ACTIONS: integrated,monitored,protect]
[DOMAINS: risk management]
[SUMMARY: The organization must integrate secure software development practices and continuously monitor their performance throughout the software development life cycle. This aligns with the risk strategy and protects the confidentiality, integrity, and availability of assets while maintaining resilience.]
[PURPOSE: It supports the organization’s risk strategy to protect asset confidentiality, integrity, availability, and organizational resilience.]
[CONCEPTS: secure software development practices,performance,software development life cycle,risk strategy,asset confidentiality,integrity,availability,organizational resilience]
[SCOPE: It applies to the software development life cycle.]"
RC.CO-03,Recovery activities and progress in restoring operational capabilities are communicated to designated internal and external stakeholders,Recovery activities and progress in restoring operational capabilities are communicated to designated internal and external stakeholders,Communication of recovery activities and progress to stakeholders,"communicated,restoring",Ensures that stakeholders are informed about recovery status and operational capability restoration.,The organization must convey information about recovery actions and the status of restoring operational capabilities to the specified internal and external stakeholders.,"Recovery activities, progress, restoring operational capabilities, designated internal stakeholders, external stakeholders",Communication of recovery activities and progress in restoring operational capabilities to designated internal and external stakeholders.,"communications security, operations security","Recovery activities and progress in restoring operational capabilities are communicated to designated internal and external stakeholders

[TOPICS: Communication of recovery activities and progress to stakeholders]
[ACTIONS: communicated,restoring]
[DOMAINS: communications security, operations security]
[SUMMARY: The organization must convey information about recovery actions and the status of restoring operational capabilities to the specified internal and external stakeholders.]
[PURPOSE: Ensures that stakeholders are informed about recovery status and operational capability restoration.]
[CONCEPTS: Recovery activities, progress, restoring operational capabilities, designated internal stakeholders, external stakeholders]
[SCOPE: Communication of recovery activities and progress in restoring operational capabilities to designated internal and external stakeholders.]"
