control_ref,control_text,control_text_enriched,subject,verbs,context,semantic_summary,key_concepts,scope,security_domains,enriched_text
2.5.2,Cybersecurity Defense : Network Security : Cybersecurity requirements for the entity’s network security management shall be implemented.,Cybersecurity Defense : Network Security : Cybersecurity requirements for the entity’s network security management shall be implemented.,Cybersecurity requirements for the entity’s network security management,implemented,Ensures that the entity’s network security management follows defined cybersecurity requirements.,The entity must implement the cybersecurity requirements that pertain to its network security management.,"Cybersecurity Defense, Network Security, cybersecurity requirements, entity’s network security management, implemented",The entity’s network security management is in scope.,operations security,"Cybersecurity Defense : Network Security : Cybersecurity requirements for the entity’s network security management shall be implemented.

[TOPICS: Cybersecurity requirements for the entity’s network security management]
[ACTIONS: implemented]
[DOMAINS: operations security]
[SUMMARY: The entity must implement the cybersecurity requirements that pertain to its network security management.]
[PURPOSE: Ensures that the entity’s network security management follows defined cybersecurity requirements.]
[CONCEPTS: Cybersecurity Defense, Network Security, cybersecurity requirements, entity’s network security management, implemented]
[SCOPE: The entity’s network security management is in scope.]"
2.5.3,Cybersecurity Defense : Network Security : Cybersecurity requirements for the entity’s network security management shall include 2-5-3 the following as a minimum:,Cybersecurity Defense : Network Security : Cybersecurity requirements for the entity’s network security management shall include 2-5-3 the following as a minimum:,Cybersecurity requirements for the entity’s network security management,include,It establishes minimum cybersecurity requirements for the entity’s network security management.,The entity must ensure its network security management includes the specified minimum cybersecurity requirements.,"Cybersecurity Defense, Network Security, Cybersecurity requirements, entity’s network security management, minimum",The entity’s network security management is in scope.,operations security,"Cybersecurity Defense : Network Security : Cybersecurity requirements for the entity’s network security management shall include 2-5-3 the following as a minimum:

[TOPICS: Cybersecurity requirements for the entity’s network security management]
[ACTIONS: include]
[DOMAINS: operations security]
[SUMMARY: The entity must ensure its network security management includes the specified minimum cybersecurity requirements.]
[PURPOSE: It establishes minimum cybersecurity requirements for the entity’s network security management.]
[CONCEPTS: Cybersecurity Defense, Network Security, Cybersecurity requirements, entity’s network security management, minimum]
[SCOPE: The entity’s network security management is in scope.]"
2.5.3.1,"Cybersecurity Defense : Network Security : Cybersecurity requirements for the entity’s network security management shall include 2-5-3 the following as a minimum: : the following as a minimum: Logical or physical isolation and segmentation of network segments in a secure manner which is required to control relevant cybersecurity risks, using firewall and defense-in-depth principle.","Cybersecurity Defense : Network Security : Cybersecurity requirements for the entity’s network security management shall include 2-5-3 the following as a minimum: : the following as a minimum: Logical or physical isolation and segmentation of network segments in a secure manner which is required to control relevant cybersecurity risks, using firewall and defense-in-depth principle.",Logical and physical isolation and segmentation of network segments,"include, control",The control is needed to manage relevant cybersecurity risks associated with the network.,The entity must implement logical or physical isolation and segmentation of its network segments in a secure manner. This must be achieved using firewalls and a defense-in-depth approach to mitigate cybersecurity risks.,"logical isolation, physical isolation, segmentation, network segments, secure manner, firewall, defense-in-depth principle, cybersecurity risks, network security management",The control applies to the entity’s network security management and the isolation and segmentation of its network segments.,"operations security, risk management","Cybersecurity Defense : Network Security : Cybersecurity requirements for the entity’s network security management shall include 2-5-3 the following as a minimum: : the following as a minimum: Logical or physical isolation and segmentation of network segments in a secure manner which is required to control relevant cybersecurity risks, using firewall and defense-in-depth principle.

[TOPICS: Logical and physical isolation and segmentation of network segments]
[ACTIONS: include, control]
[DOMAINS: operations security, risk management]
[SUMMARY: The entity must implement logical or physical isolation and segmentation of its network segments in a secure manner. This must be achieved using firewalls and a defense-in-depth approach to mitigate cybersecurity risks.]
[PURPOSE: The control is needed to manage relevant cybersecurity risks associated with the network.]
[CONCEPTS: logical isolation, physical isolation, segmentation, network segments, secure manner, firewall, defense-in-depth principle, cybersecurity risks, network security management]
[SCOPE: The control applies to the entity’s network security management and the isolation and segmentation of its network segments.]"
2.5.3.2,Cybersecurity Defense : Network Security : Cybersecurity requirements for the entity’s network security management shall include 2-5-3 the following as a minimum: : Isolation of production network from testing and development environment networks.,Cybersecurity Defense : Network Security : Cybersecurity requirements for the entity’s network security management shall include 2-5-3 the following as a minimum: : Isolation of production network from testing and development environment networks.,Isolation of production network from testing and development environment networks,include,Ensures the entity’s network security management meets a minimum requirement.,The entity must isolate its production network from testing and development environment networks as a minimum requirement of its network security management.,"Cybersecurity Defense, Network Security, Cybersecurity requirements, entity’s network security management, Isolation, production network, testing and development environment networks, minimum",Applies to the production network and testing and development environment networks.,operations security,"Cybersecurity Defense : Network Security : Cybersecurity requirements for the entity’s network security management shall include 2-5-3 the following as a minimum: : Isolation of production network from testing and development environment networks.

[TOPICS: Isolation of production network from testing and development environment networks]
[ACTIONS: include]
[DOMAINS: operations security]
[SUMMARY: The entity must isolate its production network from testing and development environment networks as a minimum requirement of its network security management.]
[PURPOSE: Ensures the entity’s network security management meets a minimum requirement.]
[CONCEPTS: Cybersecurity Defense, Network Security, Cybersecurity requirements, entity’s network security management, Isolation, production network, testing and development environment networks, minimum]
[SCOPE: Applies to the production network and testing and development environment networks.]"
2.5.3.3,"Cybersecurity Defense : Network Security : Cybersecurity requirements for the entity’s network security management shall include 2-5-3 the following as a minimum: : Secure browsing and internet connectivity, including strict restrictions on suspicious websites, file storage/sharing websites, and remote access websites.","Cybersecurity Defense : Network Security : Cybersecurity requirements for the entity’s network security management shall include 2-5-3 the following as a minimum: : Secure browsing and internet connectivity, including strict restrictions on suspicious websites, file storage/sharing websites, and remote access websites.",Network security management secure browsing and internet connectivity,include,The control aims to protect the entity’s network by limiting access to risky web resources.,"The entity must ensure its network security management includes secure browsing and internet connectivity, with strict restrictions on suspicious websites, file storage/sharing websites, and remote access websites.","Cybersecurity Defense,Network Security,network security management,secure browsing,internet connectivity,suspicious websites,file storage/sharing websites,remote access websites",The scope includes the entity’s network security management and its browsing and internet connectivity activities.,"access control,operations security,communications security","Cybersecurity Defense : Network Security : Cybersecurity requirements for the entity’s network security management shall include 2-5-3 the following as a minimum: : Secure browsing and internet connectivity, including strict restrictions on suspicious websites, file storage/sharing websites, and remote access websites.

[TOPICS: Network security management secure browsing and internet connectivity]
[ACTIONS: include]
[DOMAINS: access control,operations security,communications security]
[SUMMARY: The entity must ensure its network security management includes secure browsing and internet connectivity, with strict restrictions on suspicious websites, file storage/sharing websites, and remote access websites.]
[PURPOSE: The control aims to protect the entity’s network by limiting access to risky web resources.]
[CONCEPTS: Cybersecurity Defense,Network Security,network security management,secure browsing,internet connectivity,suspicious websites,file storage/sharing websites,remote access websites]
[SCOPE: The scope includes the entity’s network security management and its browsing and internet connectivity activities.]"
2.5.3.4,"Cybersecurity Defense : Network Security : Cybersecurity requirements for the entity’s network security management shall include 2-5-3 the following as a minimum: : Wireless network security and protection using secure authentication and encryption techniques and avoiding the connection of wireless networks to the entity’s internal network, except after a comprehensive assessment of subsequent risks, with handling them in a way that protects the technology assets of the entity.","Cybersecurity Defense : Network Security : Cybersecurity requirements for the entity’s network security management shall include 2-5-3 the following as a minimum: : Wireless network security and protection using secure authentication and encryption techniques and avoiding the connection of wireless networks to the entity’s internal network, except after a comprehensive assessment of subsequent risks, with handling them in a way that protects the technology assets of the entity.",Wireless network security and protection using authentication and encryption,"shall,include,using,avoiding,handling,protect","The control ensures that wireless networks are secured with authentication and encryption and are not connected to the internal network without a comprehensive risk assessment, thereby protecting the entity’s technology assets.","The entity must implement wireless network security using secure authentication and encryption, and must avoid connecting wireless networks to its internal network unless a comprehensive risk assessment is performed and the risks are handled to protect technology assets.","wireless network security,secure authentication,encryption techniques,internal network,comprehensive assessment,subsequent risks,technology assets,network security management","The control covers wireless network security, authentication, encryption, and the connection of wireless networks to the entity’s internal network.","access control,cryptography,operations security","Cybersecurity Defense : Network Security : Cybersecurity requirements for the entity’s network security management shall include 2-5-3 the following as a minimum: : Wireless network security and protection using secure authentication and encryption techniques and avoiding the connection of wireless networks to the entity’s internal network, except after a comprehensive assessment of subsequent risks, with handling them in a way that protects the technology assets of the entity.

[TOPICS: Wireless network security and protection using authentication and encryption]
[ACTIONS: shall,include,using,avoiding,handling,protect]
[DOMAINS: access control,cryptography,operations security]
[SUMMARY: The entity must implement wireless network security using secure authentication and encryption, and must avoid connecting wireless networks to its internal network unless a comprehensive risk assessment is performed and the risks are handled to protect technology assets.]
[PURPOSE: The control ensures that wireless networks are secured with authentication and encryption and are not connected to the internal network without a comprehensive risk assessment, thereby protecting the entity’s technology assets.]
[CONCEPTS: wireless network security,secure authentication,encryption techniques,internal network,comprehensive assessment,subsequent risks,technology assets,network security management]
[SCOPE: The control covers wireless network security, authentication, encryption, and the connection of wireless networks to the entity’s internal network.]"
2.5.3.5,"Cybersecurity Defense : Network Security : Cybersecurity requirements for the entity’s network security management shall include 2-5-3 the following as a minimum: : Restricting and managing network services, protocols, and ports.","Cybersecurity Defense : Network Security : Cybersecurity requirements for the entity’s network security management shall include 2-5-3 the following as a minimum: : Restricting and managing network services, protocols, and ports.","Network security management requirements for restricting and managing services, protocols, and ports","include, restrict, manage","The control ensures the entity controls network services, protocols, and ports to meet cybersecurity requirements.","The entity must include, as a minimum, the restriction and management of network services, protocols, and ports within its network security management.","Cybersecurity Defense, Network Security, network security management, restricting, managing, network services, protocols, ports, Cybersecurity requirements","It covers the restriction and management of network services, protocols, and ports.","operations security, communications security","Cybersecurity Defense : Network Security : Cybersecurity requirements for the entity’s network security management shall include 2-5-3 the following as a minimum: : Restricting and managing network services, protocols, and ports.

[TOPICS: Network security management requirements for restricting and managing services, protocols, and ports]
[ACTIONS: include, restrict, manage]
[DOMAINS: operations security, communications security]
[SUMMARY: The entity must include, as a minimum, the restriction and management of network services, protocols, and ports within its network security management.]
[PURPOSE: The control ensures the entity controls network services, protocols, and ports to meet cybersecurity requirements.]
[CONCEPTS: Cybersecurity Defense, Network Security, network security management, restricting, managing, network services, protocols, ports, Cybersecurity requirements]
[SCOPE: It covers the restriction and management of network services, protocols, and ports.]"
2.5.3.6,Cybersecurity Defense : Network Security : Cybersecurity requirements for the entity’s network security management shall include 2-5-3 the following as a minimum: : Intrusion Prevention Systems (IPS).,Cybersecurity Defense : Network Security : Cybersecurity requirements for the entity’s network security management shall include 2-5-3 the following as a minimum: : Intrusion Prevention Systems (IPS).,Cybersecurity requirements for the entity’s network security management,include,Ensures that the entity’s network security management incorporates intrusion prevention capabilities.,"The entity must ensure its network security management includes, at minimum, an Intrusion Prevention System (IPS).","Cybersecurity Defense,Network Security,Cybersecurity requirements,entity’s network security management,Intrusion Prevention Systems,IPS,2-5-3",Applies to the entity’s network security management.,operations security,"Cybersecurity Defense : Network Security : Cybersecurity requirements for the entity’s network security management shall include 2-5-3 the following as a minimum: : Intrusion Prevention Systems (IPS).

[TOPICS: Cybersecurity requirements for the entity’s network security management]
[ACTIONS: include]
[DOMAINS: operations security]
[SUMMARY: The entity must ensure its network security management includes, at minimum, an Intrusion Prevention System (IPS).]
[PURPOSE: Ensures that the entity’s network security management incorporates intrusion prevention capabilities.]
[CONCEPTS: Cybersecurity Defense,Network Security,Cybersecurity requirements,entity’s network security management,Intrusion Prevention Systems,IPS,2-5-3]
[SCOPE: Applies to the entity’s network security management.]"
2.5.3.7,Cybersecurity Defense : Network Security : Cybersecurity requirements for the entity’s network security management shall include 2-5-3 the following as a minimum: : Security of Domain Name Service (DNS).,Cybersecurity Defense : Network Security : Cybersecurity requirements for the entity’s network security management shall include 2-5-3 the following as a minimum: : Security of Domain Name Service (DNS).,Security of Domain Name Service (DNS) in network security management,include,Ensures that DNS security is addressed as a minimum requirement in the entity’s network security management.,"The entity must incorporate DNS security into its network security management requirements, as a minimum element of its cybersecurity controls.","Cybersecurity Defense, Network Security, Cybersecurity requirements, entity’s network security management, Security of Domain Name Service (DNS), minimum",The control applies to the entity’s network security management.,"operations security, communications security","Cybersecurity Defense : Network Security : Cybersecurity requirements for the entity’s network security management shall include 2-5-3 the following as a minimum: : Security of Domain Name Service (DNS).

[TOPICS: Security of Domain Name Service (DNS) in network security management]
[ACTIONS: include]
[DOMAINS: operations security, communications security]
[SUMMARY: The entity must incorporate DNS security into its network security management requirements, as a minimum element of its cybersecurity controls.]
[PURPOSE: Ensures that DNS security is addressed as a minimum requirement in the entity’s network security management.]
[CONCEPTS: Cybersecurity Defense, Network Security, Cybersecurity requirements, entity’s network security management, Security of Domain Name Service (DNS), minimum]
[SCOPE: The control applies to the entity’s network security management.]"
2.5.3.8,"Cybersecurity Defense : Network Security : Cybersecurity requirements for the entity’s network security management shall include 2-5-3 the following as a minimum: : Secure management and protection of Internet browsing channel against Advanced Persistent Threats (APT), which normally utilize zero-day malware and viruses.","Cybersecurity Defense : Network Security : Cybersecurity requirements for the entity’s network security management shall include 2-5-3 the following as a minimum: : Secure management and protection of Internet browsing channel against Advanced Persistent Threats (APT), which normally utilize zero-day malware and viruses.",Secure management and protection of Internet browsing channel against Advanced Persistent Threats,"shall include,secure,utilize",The control aims to defend the Internet browsing channel from Advanced Persistent Threats that employ zero‑day malware and viruses.,"The entity’s network security management must, at a minimum, implement secure management and protection of the Internet browsing channel against Advanced Persistent Threats that normally use zero‑day malware and viruses.","Cybersecurity Defense,Network Security,entity’s network security management,Secure management,protection,Internet browsing channel,Advanced Persistent Threats,APT,zero-day malware,viruses","Covers the entity’s network security management, specifically the Internet browsing channel.","operations security, communications security","Cybersecurity Defense : Network Security : Cybersecurity requirements for the entity’s network security management shall include 2-5-3 the following as a minimum: : Secure management and protection of Internet browsing channel against Advanced Persistent Threats (APT), which normally utilize zero-day malware and viruses.

[TOPICS: Secure management and protection of Internet browsing channel against Advanced Persistent Threats]
[ACTIONS: shall include,secure,utilize]
[DOMAINS: operations security, communications security]
[SUMMARY: The entity’s network security management must, at a minimum, implement secure management and protection of the Internet browsing channel against Advanced Persistent Threats that normally use zero‑day malware and viruses.]
[PURPOSE: The control aims to defend the Internet browsing channel from Advanced Persistent Threats that employ zero‑day malware and viruses.]
[CONCEPTS: Cybersecurity Defense,Network Security,entity’s network security management,Secure management,protection,Internet browsing channel,Advanced Persistent Threats,APT,zero-day malware,viruses]
[SCOPE: Covers the entity’s network security management, specifically the Internet browsing channel.]"
2.5.4,Cybersecurity Defense : Network Security : The implementation of cybersecurity requirements for the entity’s network security management shall be periodically reviewed.,Cybersecurity Defense : Network Security : The implementation of cybersecurity requirements for the entity’s network security management shall be periodically reviewed.,Implementation of cybersecurity requirements for network security management,reviewed,Periodic review ensures the entity’s network security management continues to meet cybersecurity requirements.,The entity must periodically review how its cybersecurity requirements for network security management are implemented.,"cybersecurity requirements, network security management, implementation, periodic review",The implementation of cybersecurity requirements for the entity’s network security management is covered.,operations security,"Cybersecurity Defense : Network Security : The implementation of cybersecurity requirements for the entity’s network security management shall be periodically reviewed.

[TOPICS: Implementation of cybersecurity requirements for network security management]
[ACTIONS: reviewed]
[DOMAINS: operations security]
[SUMMARY: The entity must periodically review how its cybersecurity requirements for network security management are implemented.]
[PURPOSE: Periodic review ensures the entity’s network security management continues to meet cybersecurity requirements.]
[CONCEPTS: cybersecurity requirements, network security management, implementation, periodic review]
[SCOPE: The implementation of cybersecurity requirements for the entity’s network security management is covered.]"
2.6,"Cybersecurity Defense : Mobile Devices Security :; Cybersecurity requirements for mobile devices and BYOD security when connected to the entity’s network shall be identified, documented, and approved.; Cybersecurity requirements for mobile devices and BYOD security of the entity shall be implemented.; Cybersecurity requirements for mobile devices and BYOD security of the entity shall 2-6-3 include the following as a minimum:; The implementation of cybersecurity requirements for mobile devices and BYOD security of the entity shall be periodically reviewed.","Cybersecurity Defense : Mobile Devices Security :; Cybersecurity requirements for mobile devices and BYOD security when connected to the entity’s network shall be identified, documented, and approved.; Cybersecurity requirements for mobile devices and BYOD security of the entity shall be implemented.; Cybersecurity requirements for mobile devices and BYOD security of the entity shall 2-6-3 include the following as a minimum:; The implementation of cybersecurity requirements for mobile devices and BYOD security of the entity shall be periodically reviewed.",Cybersecurity requirements for mobile devices and BYOD security,"identified, documented, approved, implemented, include, reviewed",Ensures that mobile devices and BYOD connections to the entity’s network meet defined cybersecurity requirements.,"The entity must identify, document, and approve cybersecurity requirements for mobile devices and BYOD when connected to its network, and implement those requirements. The implementation must include a defined minimum set and be periodically reviewed.","Cybersecurity requirements, mobile devices, BYOD security, entity’s network, minimum, periodic review",Covers mobile devices and BYOD security when connected to the entity’s network.,"governance, operations security","Cybersecurity Defense : Mobile Devices Security :; Cybersecurity requirements for mobile devices and BYOD security when connected to the entity’s network shall be identified, documented, and approved.; Cybersecurity requirements for mobile devices and BYOD security of the entity shall be implemented.; Cybersecurity requirements for mobile devices and BYOD security of the entity shall 2-6-3 include the following as a minimum:; The implementation of cybersecurity requirements for mobile devices and BYOD security of the entity shall be periodically reviewed.

[TOPICS: Cybersecurity requirements for mobile devices and BYOD security]
[ACTIONS: identified, documented, approved, implemented, include, reviewed]
[DOMAINS: governance, operations security]
[SUMMARY: The entity must identify, document, and approve cybersecurity requirements for mobile devices and BYOD when connected to its network, and implement those requirements. The implementation must include a defined minimum set and be periodically reviewed.]
[PURPOSE: Ensures that mobile devices and BYOD connections to the entity’s network meet defined cybersecurity requirements.]
[CONCEPTS: Cybersecurity requirements, mobile devices, BYOD security, entity’s network, minimum, periodic review]
[SCOPE: Covers mobile devices and BYOD security when connected to the entity’s network.]"
2.6.1,"Cybersecurity Defense : Mobile Devices Security : Cybersecurity requirements for mobile devices and BYOD security when connected to the entity’s network shall be identified, documented, and approved.","Cybersecurity Defense : Mobile Devices Security : Cybersecurity requirements for mobile devices and BYOD security when connected to the entity’s network shall be identified, documented, and approved.",Cybersecurity requirements for mobile devices and BYOD security,"identified, documented, approved",Provides a basis for managing security risks of mobile devices and BYOD when they connect to the entity’s network.,"The organization must identify, document, and obtain approval for cybersecurity requirements applicable to mobile devices and BYOD that connect to its network.","Cybersecurity requirements, mobile devices, BYOD security, entity’s network, identified, documented, approved",Mobile devices and BYOD that connect to the entity’s network.,"governance, asset management","Cybersecurity Defense : Mobile Devices Security : Cybersecurity requirements for mobile devices and BYOD security when connected to the entity’s network shall be identified, documented, and approved.

[TOPICS: Cybersecurity requirements for mobile devices and BYOD security]
[ACTIONS: identified, documented, approved]
[DOMAINS: governance, asset management]
[SUMMARY: The organization must identify, document, and obtain approval for cybersecurity requirements applicable to mobile devices and BYOD that connect to its network.]
[PURPOSE: Provides a basis for managing security risks of mobile devices and BYOD when they connect to the entity’s network.]
[CONCEPTS: Cybersecurity requirements, mobile devices, BYOD security, entity’s network, identified, documented, approved]
[SCOPE: Mobile devices and BYOD that connect to the entity’s network.]"
2.6.2,Cybersecurity Defense : Mobile Devices Security : Cybersecurity requirements for mobile devices and BYOD security of the entity shall be implemented.,Cybersecurity Defense : Mobile Devices Security : Cybersecurity requirements for mobile devices and BYOD security of the entity shall be implemented.,Cybersecurity requirements for mobile devices and BYOD security,implemented,Implementing these requirements is required to secure the entity's mobile devices and BYOD.,The entity shall implement cybersecurity requirements for its mobile devices and for BYOD security.,"Cybersecurity Defense, Mobile Devices Security, cybersecurity requirements, mobile devices, BYOD security, entity",Mobile devices and BYOD security of the entity are in scope.,operations security,"Cybersecurity Defense : Mobile Devices Security : Cybersecurity requirements for mobile devices and BYOD security of the entity shall be implemented.

[TOPICS: Cybersecurity requirements for mobile devices and BYOD security]
[ACTIONS: implemented]
[DOMAINS: operations security]
[SUMMARY: The entity shall implement cybersecurity requirements for its mobile devices and for BYOD security.]
[PURPOSE: Implementing these requirements is required to secure the entity's mobile devices and BYOD.]
[CONCEPTS: Cybersecurity Defense, Mobile Devices Security, cybersecurity requirements, mobile devices, BYOD security, entity]
[SCOPE: Mobile devices and BYOD security of the entity are in scope.]"
2.6.3,Cybersecurity Defense : Mobile Devices Security : Cybersecurity requirements for mobile devices and BYOD security of the entity shall 2-6-3 include the following as a minimum:,Cybersecurity Defense : Mobile Devices Security : Cybersecurity requirements for mobile devices and BYOD security of the entity shall 2-6-3 include the following as a minimum:,Cybersecurity requirements for mobile devices and BYOD security,"shall, include",Defines minimum cybersecurity requirements for mobile devices and BYOD to protect the entity.,The entity must define and implement at least the listed minimum cybersecurity requirements for mobile devices and BYOD.,"Cybersecurity, Defense, Mobile Devices Security, mobile devices, BYOD, entity, requirements, minimum",Mobile devices and BYOD security within the entity.,operations security,"Cybersecurity Defense : Mobile Devices Security : Cybersecurity requirements for mobile devices and BYOD security of the entity shall 2-6-3 include the following as a minimum:

[TOPICS: Cybersecurity requirements for mobile devices and BYOD security]
[ACTIONS: shall, include]
[DOMAINS: operations security]
[SUMMARY: The entity must define and implement at least the listed minimum cybersecurity requirements for mobile devices and BYOD.]
[PURPOSE: Defines minimum cybersecurity requirements for mobile devices and BYOD to protect the entity.]
[CONCEPTS: Cybersecurity, Defense, Mobile Devices Security, mobile devices, BYOD, entity, requirements, minimum]
[SCOPE: Mobile devices and BYOD security within the entity.]"
2.6.3.1,Cybersecurity Defense : Mobile Devices Security : Cybersecurity requirements for mobile devices and BYOD security of the entity shall 2-6-3 include the following as a minimum: : include the following as a minimum: Separation and encryption of the entity’s data and information stored on mobile devices and BYODs.,Cybersecurity Defense : Mobile Devices Security : Cybersecurity requirements for mobile devices and BYOD security of the entity shall 2-6-3 include the following as a minimum: : include the following as a minimum: Separation and encryption of the entity’s data and information stored on mobile devices and BYODs.,Mobile devices and BYOD data separation and encryption,include,The control ensures protection of the entity’s data stored on mobile devices and BYODs.,The entity must separate and encrypt its data and information that are stored on mobile devices and BYODs.,"Separation, encryption, entity’s data, information, mobile devices, BYODs",Mobile devices and BYODs used by the entity.,"cryptography, operations security","Cybersecurity Defense : Mobile Devices Security : Cybersecurity requirements for mobile devices and BYOD security of the entity shall 2-6-3 include the following as a minimum: : include the following as a minimum: Separation and encryption of the entity’s data and information stored on mobile devices and BYODs.

[TOPICS: Mobile devices and BYOD data separation and encryption]
[ACTIONS: include]
[DOMAINS: cryptography, operations security]
[SUMMARY: The entity must separate and encrypt its data and information that are stored on mobile devices and BYODs.]
[PURPOSE: The control ensures protection of the entity’s data stored on mobile devices and BYODs.]
[CONCEPTS: Separation, encryption, entity’s data, information, mobile devices, BYODs]
[SCOPE: Mobile devices and BYODs used by the entity.]"
2.6.3.2,Cybersecurity Defense : Mobile Devices Security : Cybersecurity requirements for mobile devices and BYOD security of the entity shall 2-6-3 include the following as a minimum: : Controlled and restricted use based on the requirements of the interest of the entity's business.,Cybersecurity Defense : Mobile Devices Security : Cybersecurity requirements for mobile devices and BYOD security of the entity shall 2-6-3 include the following as a minimum: : Controlled and restricted use based on the requirements of the interest of the entity's business.,Cybersecurity requirements for mobile devices and BYOD security,include,The control ensures mobile device and BYOD usage aligns with the entity's business interests.,The entity must define cybersecurity requirements for mobile devices and BYOD that enforce controlled and restricted use according to its business interests.,"Cybersecurity Defense, Mobile Devices Security, cybersecurity requirements, mobile devices, BYOD security, controlled and restricted use, entity's business",The scope covers mobile devices and BYOD used by the entity.,access control,"Cybersecurity Defense : Mobile Devices Security : Cybersecurity requirements for mobile devices and BYOD security of the entity shall 2-6-3 include the following as a minimum: : Controlled and restricted use based on the requirements of the interest of the entity's business.

[TOPICS: Cybersecurity requirements for mobile devices and BYOD security]
[ACTIONS: include]
[DOMAINS: access control]
[SUMMARY: The entity must define cybersecurity requirements for mobile devices and BYOD that enforce controlled and restricted use according to its business interests.]
[PURPOSE: The control ensures mobile device and BYOD usage aligns with the entity's business interests.]
[CONCEPTS: Cybersecurity Defense, Mobile Devices Security, cybersecurity requirements, mobile devices, BYOD security, controlled and restricted use, entity's business]
[SCOPE: The scope covers mobile devices and BYOD used by the entity.]"
2.6.3.3,Cybersecurity Defense : Mobile Devices Security : Cybersecurity requirements for mobile devices and BYOD security of the entity shall 2-6-3 include the following as a minimum: : Deletion of the entity’s data and information stored on mobile devices and BYOD in cases of device loss or after the ending/termination of employment with the entity.,Cybersecurity Defense : Mobile Devices Security : Cybersecurity requirements for mobile devices and BYOD security of the entity shall 2-6-3 include the following as a minimum: : Deletion of the entity’s data and information stored on mobile devices and BYOD in cases of device loss or after the ending/termination of employment with the entity.,Cybersecurity requirements for mobile devices and BYOD,"include,deletion",The control ensures that the entity’s data stored on mobile devices or BYOD is removed when a device is lost or when employment ends.,The entity must delete all its data and information that resides on mobile devices and BYOD whenever a device is lost or when an employee’s employment is terminated.,"Cybersecurity Defense,Mobile Devices Security,Cybersecurity requirements,mobile devices,BYOD,entity,Deletion,data,information,device loss,ending/termination of employment",The scope includes the entity’s data and information stored on mobile devices and BYOD.,"operations security,asset management","Cybersecurity Defense : Mobile Devices Security : Cybersecurity requirements for mobile devices and BYOD security of the entity shall 2-6-3 include the following as a minimum: : Deletion of the entity’s data and information stored on mobile devices and BYOD in cases of device loss or after the ending/termination of employment with the entity.

[TOPICS: Cybersecurity requirements for mobile devices and BYOD]
[ACTIONS: include,deletion]
[DOMAINS: operations security,asset management]
[SUMMARY: The entity must delete all its data and information that resides on mobile devices and BYOD whenever a device is lost or when an employee’s employment is terminated.]
[PURPOSE: The control ensures that the entity’s data stored on mobile devices or BYOD is removed when a device is lost or when employment ends.]
[CONCEPTS: Cybersecurity Defense,Mobile Devices Security,Cybersecurity requirements,mobile devices,BYOD,entity,Deletion,data,information,device loss,ending/termination of employment]
[SCOPE: The scope includes the entity’s data and information stored on mobile devices and BYOD.]"
2.6.3.4,Cybersecurity Defense : Mobile Devices Security : Cybersecurity requirements for mobile devices and BYOD security of the entity shall 2-6-3 include the following as a minimum: : Security awareness for users.,Cybersecurity Defense : Mobile Devices Security : Cybersecurity requirements for mobile devices and BYOD security of the entity shall 2-6-3 include the following as a minimum: : Security awareness for users.,Cybersecurity requirements for mobile devices and BYOD security,"shall, include",Providing security awareness to users helps protect mobile devices and BYOD within the entity.,The entity must ensure that security awareness for users is included as a minimum requirement for mobile device and BYOD security.,"Cybersecurity Defense, Mobile Devices Security, Cybersecurity requirements, mobile devices, BYOD security, entity, Security awareness, users, minimum",Mobile devices and BYOD security within the entity are covered.,human resources security,"Cybersecurity Defense : Mobile Devices Security : Cybersecurity requirements for mobile devices and BYOD security of the entity shall 2-6-3 include the following as a minimum: : Security awareness for users.

[TOPICS: Cybersecurity requirements for mobile devices and BYOD security]
[ACTIONS: shall, include]
[DOMAINS: human resources security]
[SUMMARY: The entity must ensure that security awareness for users is included as a minimum requirement for mobile device and BYOD security.]
[PURPOSE: Providing security awareness to users helps protect mobile devices and BYOD within the entity.]
[CONCEPTS: Cybersecurity Defense, Mobile Devices Security, Cybersecurity requirements, mobile devices, BYOD security, entity, Security awareness, users, minimum]
[SCOPE: Mobile devices and BYOD security within the entity are covered.]"
2.6.4,Cybersecurity Defense : Mobile Devices Security : The implementation of cybersecurity requirements for mobile devices and BYOD security of the entity shall be periodically reviewed.,Cybersecurity Defense : Mobile Devices Security : The implementation of cybersecurity requirements for mobile devices and BYOD security of the entity shall be periodically reviewed.,Implementation of cybersecurity requirements for mobile devices and BYOD security,reviewed,Periodic review ensures the entity’s mobile device and BYOD security requirements remain effective.,The entity must periodically review its implementation of cybersecurity requirements for mobile devices and BYOD security.,"cybersecurity requirements, mobile devices, BYOD security, implementation, periodically reviewed",Mobile devices and BYOD security within the entity.,operations security,"Cybersecurity Defense : Mobile Devices Security : The implementation of cybersecurity requirements for mobile devices and BYOD security of the entity shall be periodically reviewed.

[TOPICS: Implementation of cybersecurity requirements for mobile devices and BYOD security]
[ACTIONS: reviewed]
[DOMAINS: operations security]
[SUMMARY: The entity must periodically review its implementation of cybersecurity requirements for mobile devices and BYOD security.]
[PURPOSE: Periodic review ensures the entity’s mobile device and BYOD security requirements remain effective.]
[CONCEPTS: cybersecurity requirements, mobile devices, BYOD security, implementation, periodically reviewed]
[SCOPE: Mobile devices and BYOD security within the entity.]"
